GeneName,1584380084,1584380792,1584382256,1584384063,1584386086,1584386783,1584388023,1584389319,1584390319,1584391363,1584392451,1584393304,1584394326,1584395371,1584396821,1584455790,1584461177,1584463001,1584465857,1584542086,1584543642
Blank median_yellow,67.42521494732226,70.38900425917642,69.99370705863109,69.69906133756959,68.53822819555609,68.19075088879043,67.42103853738519,67.78939789383628,67.93578106213121,68.92329319175558,68.50022286512859,68.62008583032302,68.37868933595938,69.19956270909394,69.50047304506106,53.368254381073065,48.641393614277376,47.42939945053459,47.63592292192353,40.186669337637376,40.27416512581936
Blank median_yellow std,74.73144436045213,73.71137526970857,74.03568027969172,73.46989612644585,74.2646289054079,74.0341344961564,74.30930302301446,74.18135726742545,74.07358830023843,73.74108532315663,73.5353333620452,73.3267605054098,73.30900710071643,73.23249046264058,73.07933234508178,32.32190967305835,24.936092706970474,23.037119154965016,19.545788909446884,12.38664760578132,12.451829565340304
SO_0182 median_yellow,284.4753275827299,284.38845825603846,279.65407995135604,224.98069746494315,82.27611104261182,65.21714701358408,60.678224693957354,59.75523809786101,59.38604345942247,60.678224693957354,60.20044339715454,60.20044339715454,60.20044339715454,60.56963803559307,62.52419788615004,96.89187525844335,98.73784845063604,98.62926179227176,100.1386163435352,117.56677501100148,117.56677501100148
SO_0182 median_yellow std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frdB median_yellow,282.19500775708013,281.8909651136601,280.11014391648604,273.1714564470088,226.6855080012623,191.09080138945265,121.42160138293328,72.351290468117,57.29032095299195,55.07515312236072,54.96656646399644,55.07515312236072,55.07515312236072,55.07515312236072,55.99813971845706,68.58333342287663,75.30484757562532,78.07380736391434,81.68974308744473,103.73283473539273,100.59468030866516
frdB median_yellow std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QWT SO_0112 median_yellow,281.50005314354877,281.5652051385673,279.5237759613189,272.95428313028026,243.60330937441645,203.13306180205086,130.32570736880388,71.65633585458563,55.41177176328997,52.2736173365624,51.795836039759585,51.795836039759585,50.87284944366324,52.16503067819812,52.2736173365624,74.34928498201968,87.08650000814924,87.08650000814924,90.59384907331535,125.3741557473929,121.31301472456899
QWT SO_0112 median_yellow std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO_4590 median_yellow,279.32831997626323,279.02427733284327,277.6126507741077,271.5209392398718,243.90735201783644,202.5141178493745,129.37014477519827,71.51517319871208,51.209468084592494,48.07131365786493,46.670545764965766,46.670545764965766,46.670545764965766,48.07131365786493,48.07131365786493,88.23751858681057,91.92946497119594,92.74386490892802,96.3598006324584,136.67802688311403,134.4628590524828
