GeneName,1573153247,1573153846,1573154446,1573155046,1573155646,1573156246,1573158612,1573159212,1573159812,1573160412,1573161012,1573161613,1573162213,1573162812,1573163412,1573164012
Blank median_yellow,45.45030319159722,45.27973164908334,44.99469167087711,45.08812144151136,43.917647753226454,43.45932156604723,39.95581827836485,39.526222311211185,40.43246846414305,39.86872272946851,39.35384099105789,39.59725608355782,39.25882766498916,40.36528046928016,40.23633381247257,39.52735342223582
Blank median_yellow std,11.128643868269624,11.084264463081153,11.020739938269193,11.138943657804036,11.039170598080787,11.098506209913808,11.602563973059102,11.33635166147819,11.314044164584557,11.4132091326314,11.298653924894438,11.409860084301503,11.269503722719941,11.40230865391311,11.294223337265464,11.33405428473705
Q_WT median_yellow,272.4258280595741,271.18251082130314,269.1229838676607,263.942495374865,240.4904918346406,200.17136069516528,76.63050969648917,68.85027562468882,66.78169978284936,65.5383825445784,65.13661190863058,65.579102541465,65.44427410732936,66.69483045615793,66.78079489402965,66.43693714254277
Q_WT median_yellow std,3.5842188104056523,3.610812089482296,3.1486724407035935,5.958894189771186,23.131466860854246,37.251579955662265,11.270923289317631,8.050377699798187,8.111379114435444,8.73160354181161,8.743265366712453,9.025834840006754,8.822707152841556,9.025530151729383,8.945110077633842,8.830688661916927
M_SO_0181 median_yellow,268.3176328181257,267.505042658033,266.03550321483647,264.02665003509736,256.7676319234455,228.62920918598283,77.3480865305131,63.872482227506474,58.85034927815871,56.75100721644938,55.90403128120801,56.2913236960406,56.22979125630084,57.55092893306621,57.70476003241561,57.373570724404566
M_SO_0181 median_yellow std,2.5335464943614667,2.40877596579029,2.3922063635649926,2.659622643476665,5.686782120683818,12.91453925069329,14.052080568664719,9.44246883026927,5.375367410809199,4.083785599803784,3.7806493129039835,3.4634718573883867,3.54473306730421,3.5105581314168974,3.400545215854309,3.611349494337239
M_SO_0841 median_yellow,268.7682674503374,267.68240086669465,265.4925699230151,261.2450218033325,230.9801103395694,177.38354554860223,60.27283450273072,56.778153881040446,57.22697873561278,56.42705701899595,55.86783572841994,56.17549792711872,56.00356905137527,57.10934318905148,57.245076512006825,56.25512814325251
M_SO_0841 median_yellow std,2.5916123220003104,2.453263569623739,2.2560901752486133,2.1550796870644953,14.534950228036891,22.01710706349975,4.386030366668724,3.9197047183513223,3.57609359691994,3.5210818133556603,3.777910713887177,3.6124703043412194,3.6328783212793176,3.728929019509233,3.5511125541263153,3.5247239712471834
M_SO_0400 median_yellow,268.19637771628555,266.7793218246318,264.7686588672532,258.2570789206755,225.3951365443668,171.86553352605765,59.00056082222929,55.954705055111354,54.94484913232359,54.42182339453566,53.844504327565595,54.38562784174758,54.090634086524624,54.93218068884775,54.93218068884776,54.53945894109696
M_SO_0400 median_yellow std,2.685125190143941,2.533931710795167,2.5557680848896385,6.786888384822655,20.067035218856148,29.72652524444978,7.275210893870285,4.768957416483304,4.4405084170803795,4.36746292581746,3.8727127199333267,4.359100690907575,4.218786936372307,4.140700445040164,4.050978147830258,4.301204515302831
CM_SO_0181 median_yellow,270.1871331196306,268.55471368888766,266.10789432041264,257.50421142268317,223.56364157328937,172.94054144386394,64.62353994785937,60.618502031857,59.97784074750777,59.10371814767535,58.75986039618848,59.0856203712813,58.61869774031491,59.5959776655934,59.38061412650425,58.93178927193191
CM_SO_0181 median_yellow std,1.856084689349785,1.8645988920637786,2.454280687244564,10.27192753337085,26.67967032757849,34.67253208228003,7.261232055700749,4.428835021608541,3.5897143630146444,3.358524080534238,3.6137811020021897,3.3622765757489126,3.616993536912441,3.4451740184037036,3.4713936440142086,3.577346309953311
CM_SO_0841 median_yellow,273.7922101773246,272.45297472416513,269.27319541173125,258.64618111314746,216.8475567534589,161.69639297024318,68.67925163776508,66.33016026181791,66.77174600583264,65.65149364704119,65.38907588932751,65.75103141720844,65.266011009848,66.64868112635311,66.64868112635311,65.86866696376974
CM_SO_0841 median_yellow std,2.305009562349876,2.7458501964539908,2.725179010031704,13.889118891307838,33.72441202853797,36.72665286433626,6.2827287673061925,4.639174625070958,3.931254042761321,3.7727626694251795,3.7795822752415384,3.7395949091799547,3.6820365283507095,3.6843663691948962,3.6616811067538833,3.6153215426213587
CM_SO_0400 median_yellow,275.0319078603167,273.3669124320645,269.57904783279065,250.23252486755553,193.92853272803907,137.3440250544149,70.34062751073851,69.75064000029259,70.89441946839632,70.11259552817351,69.51717868480941,70.07639997538543,69.67100978415878,71.23827721988319,70.91251724479035,70.42749683742993
CM_SO_0400 median_yellow std,1.5038718605368717,2.0104666577822234,2.8958823121298156,19.99510881314023,32.13874511386946,27.513701314777318,3.3794383514693336,3.255190347491875,3.5480343294758363,3.015161785406111,3.0345260045287623,3.3789517864416574,3.0779316678685404,3.231304634168754,3.1989953297493066,3.10435321274805
