GeneName,1573153247,1573153846,1573154446,1573155046,1573155646,1573156246,1573158612,1573159212,1573159812,1573160412,1573161012,1573161613,1573162213,1573162812,1573163412,1573164012
Blank median_yellow,45.6269827336441,45.56499784949448,45.195350766646094,45.36411253152057,44.176672177866244,43.59120911151884,40.05807071499121,39.72688140698016,40.529291567851196,39.93930405740529,39.46989298218473,39.74158585030033,39.27873521902261,40.502144903260124,40.41301335451944,39.707200075151654
Blank median_yellow std,11.253735342962097,11.24371342302781,11.10073022284942,11.183861593893576,11.178597497109575,11.188552360916686,11.547833741759982,11.470356606574265,11.407273718771503,11.421097727066197,11.3978920632905,11.467789050518208,11.270410208421062,11.35971231758375,11.406329582102508,11.471363701695953
Q_WT median_yellow,272.3579613980964,271.1942743759593,269.24514385832055,263.66197984075734,241.32660910404547,202.518642293473,77.8982589328921,70.08997330768096,67.95986502610175,66.35006781585138,65.816183412227,66.14194338731984,65.9301994035095,67.35539929454062,67.47574950756102,67.3934046249681
Q_WT median_yellow std,3.767533153566973,4.028968566817427,3.4899264873387397,6.793231921629403,23.02792203056745,36.75555076038657,11.139331914790366,8.477322383410979,8.734875371769949,9.56478799889306,9.752342268501087,9.884990721798653,9.853777401753623,9.939952025773534,9.977596450249239,10.040325150047861
M_SO_0181 median_yellow,268.2561003783859,267.30777689533784,265.8509058956172,263.82938427240225,256.63189860049016,229.12689803681909,78.6040722122599,65.30039678499669,59.773335874255054,57.05866941514816,56.07596015695145,56.44515479538999,56.32208991591048,57.70476003241561,57.55092893306621,57.158207185315405
M_SO_0181 median_yellow std,2.531479803581022,2.526221407496459,2.5270413229704256,2.8092949260681417,6.462096612803484,14.323637274948323,15.57585743051907,10.78924102222846,6.211370948488609,4.149922335317923,3.6859981587185566,3.629921770853862,3.520594357075933,3.400545215854309,3.5105581314168974,3.769638233509188
M_SO_0841 median_yellow,268.5529039112483,267.62086842695487,265.51790680996675,261.5219177821614,232.30305779397415,179.26752407122248,60.79586024051864,57.590744041133114,57.33737517161646,56.73471921769473,56.329329026468095,56.562790341951306,56.31123125007406,57.33737517161646,57.091245412657436,56.716621441300695
M_SO_0841 median_yellow std,2.5694202912425577,2.608668131242969,2.2138492872580375,1.9120649779550973,14.98207429816645,24.700977434801835,5.140281134467428,4.063393748617643,3.7402740631497955,3.8849620265825395,3.625270117076284,3.3969810725384804,3.626281853744887,3.482646107061989,3.772026412859759,3.538794696421099
M_SO_0400 median_yellow,268.04254661693625,266.62549072528236,264.47909444494843,257.52411897671664,223.60345668135628,168.76357465211814,58.90102305206204,55.89317261537159,55.52940730985127,54.729485593234436,54.45982872496316,54.61365982431255,54.45982872496316,55.780966401728506,55.79906417812256,55.019050015539186
M_SO_0400 median_yellow std,2.6539585375401624,2.716218201563112,3.0858024925697696,8.224871332161342,21.338314859394632,29.04780819299435,6.328955681371888,4.711612797810704,3.9239238857038656,4.347145034969842,4.219895432036547,4.259720267697165,4.219895432036547,4.308359552402648,4.123556806355194,4.137201163305364
CM_SO_0181 median_yellow,269.8975686973259,268.6470123484973,266.2001929800222,257.7811074015121,223.05871361189546,171.1361931373776,64.24167686594501,60.77233313120639,60.73432780077889,59.86020520094647,59.06752259488726,59.5163474494596,58.944457715407744,60.247497615779054,60.075568740035614,59.80591187176433
CM_SO_0181 median_yellow std,2.0704749990501297,2.122229558184653,2.6050012517156365,9.65313949435617,24.3047805952783,31.04602683445946,6.02507376232002,3.848058830223902,3.4025326131073745,3.4848573708551767,3.358387547156999,3.1255797717106373,3.3292137417322483,3.3223416620910906,3.3494525361302667,3.4761904377329995
CM_SO_0841 median_yellow,273.5388413078079,272.3534369539979,269.69668337935195,259.18006551677183,217.19141450494578,161.18422589829166,69.69996622638926,68.12003034718906,68.37701877198451,67.1156037573195,66.67401801330477,67.31286952001462,66.73012112012633,67.99515569007012,67.76169437458694,67.81779748140849
CM_SO_0841 median_yellow std,2.342767464816224,2.5687394998087787,2.7148112374573907,14.058129624130952,32.61220712249344,34.28650657531963,6.00527554583699,4.418577202741528,3.856238249728204,3.689781557269132,3.838961569890582,3.859778413307548,3.5731537673669806,3.8258138552906824,3.7117140772973563,3.7072061384956094
CM_SO_0400 median_yellow,274.85273987401564,273.52617286433207,269.9410033606716,250.65601283517617,194.96734509305728,139.31306312608712,72.36395891159283,71.58394474900946,72.49426290162997,71.82826473032908,71.21475011057092,71.60204252540352,71.55317852913957,72.64628422333996,72.7458219935072,72.26080158614678
CM_SO_0400 median_yellow std,1.5347565290729621,2.101001408862802,2.784379805209419,20.530031790567193,32.30078151651816,27.7235793229559,3.8827255610918727,3.5728677642901787,3.3643785786968454,3.3853587520253434,3.3025084982889235,3.554329564996045,3.431732122902552,3.4169354300075265,3.4015867221606673,3.5246682167364383
