GeneName,0.0,1408.0,2797.0,4637.0,6629.0,7363.0,8567.0,9925.0,10852.0,11952.0,12989.0,13882.0,14868.0,15944.0,17347.0,76375.0,81708.0,83638.0,86393.0,162630.0,164217.0
QWT SO_0298 median_red std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QWT SO_0298 median_blue,0.0,0.0,99.0,155.0,179.0,191.0,198.0,207.0,214.0,219.0,222.0,193.0,146.0
QWT SO_0298 median_blue std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QWT SO_0298 mean_yellow,274.4500784566462,267.71551455760505,167.66980228259138,110.15097533845893,87.08740449390042,75.13104926810202,69.03340134075408,60.22586251008358,52.793869156819284,48.769400919907085,43.972788836266076,73.8581991996219,122.43577013884835
QWT SO_0298 mean_yellow std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QWT SO_0298 median_yellow,275.36490694596716,268.3502088156349,166.96284590091057,111.69223679349415,87.69458529498918,75.61974888488172,68.78964807376876,59.74437943202458,52.436497324108814,47.93015100199136,44.205628620096704,73.77377569268901,121.10670007367686
QWT SO_0298 median_yellow std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO_0184 mean_green,158.1682256867112,175.63370452858203,200.71135857461024,221.9637713437268,227.59717891610987,228.4966592427617,228.23979213066073,228.01648106904233,228.59554565701558,228.0438010393467,229.10824053452114,215.43741648106905,203.44929472902746
SO_0184 mean_green std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO_0184 mean_red,233.99138827023015,233.16391982182628,231.57045285820342,226.8988864142539,227.50987379361544,227.88522642910172,227.48596881959912,227.19346696362285,227.90170749814402,227.27958426132145,228.3403118040089,228.44929472902746,231.12011878247958
SO_0184 mean_red std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO_0184 mean_blue,0.6847809948032665,0.9596139569413511,73.04083147735709,201.43682256867112,225.30690423162582,227.6044543429844,227.04914625092798,226.74803266518188,227.51417965850038,226.49146250927987,227.6286562731997,167.1079435783222,102.09769858945805
SO_0184 mean_blue std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO_0184 median_green,158.0,175.0,201.0,222.0,228.0,228.0,228.0,228.0,229.0,228.0,229.0,216.0,203.0
SO_0184 median_green std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO_0184 median_red,234.0,233.0,231.0,227.0,227.0,228.0,227.0,227.0,228.0,227.0,228.0,228.0,231.0
SO_0184 median_red std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO_0184 median_blue,0.0,0.0,78.0,204.0,225.0,228.0,227.0,227.0,228.0,226.0,228.0,167.0,103.0
SO_0184 median_blue std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO_0184 mean_yellow,272.76056517666797,266.1485889239827,190.53308515671753,64.68629932816359,40.50836495584073,38.01491539682061,38.6656453327138,39.057776182019296,38.05993976239567,39.27514942073207,37.7173686056137,98.61253606110813,162.7520552115282
SO_0184 mean_yellow std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SO_0184 median_yellow,273.4537817587559,267.28605956366505,185.9112177854767,62.29616590358506,40.69827955493059,37.82073310827728,38.852306362737906,38.852306362737906,37.451538469838745,39.77529295883425,37.451538469838745,98.55325113141677,162.098163606191
SO_0184 median_yellow std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WQT SO_4011 mean_green,140.73200067762156,147.495341351855,157.71404370658988,183.38692190411655,207.29459596815178,216.0211756733864,220.83652380145688,222.59817042181942,222.3584617990852,222.46010503134,222.15822463154328,222.26003726918515,222.64102998475352,221.99474843300018,221.99102151448417,211.37675758089108,209.88632898526174,210.86413687955277,209.66915127901066,207.75131289174996,208.63459258004406
WQT SO_4011 mean_green std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WQT SO_4011 mean_red,236.72878197526683,229.53108588853127,226.66203625275284,229.84838217855327,221.01016432322547,221.06420464170762,220.71641538200916,221.81636456039303,222.10045739454515,222.59529053023886,222.0508216161274,222.52278502456377,222.69879722175165,222.0504828053532,222.226325597154,220.43198373708285,220.033372861257,221.8302558021345,220.88971709300355,219.4148737929866,220.3161104523124
WQT SO_4011 mean_red std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WQT SO_4011 mean_blue,1.576825343045909,1.2854480772488566,0.7541927833305099,18.318482127731663,159.61748263594782,198.13213620193122,220.62205658139928,222.2732508893783,222.09385058444857,222.25698797221753,221.42148060308318,221.8871760121972,221.32813823479586,221.0855497204811,221.14416398441472,181.302388615958,177.06149415551414,177.11993901406063,175.41860071150262,170.48873454175842,171.61121463662545
WQT SO_4011 mean_blue std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WQT SO_4011 median_green,141.0,148.0,158.0,184.0,207.0,216.0,221.0,223.0,223.0,222.0,222.0,222.0,223.0,222.0,222.0,211.0,210.0,211.0,210.0,208.0,209.0
WQT SO_4011 median_green std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WQT SO_4011 median_red,237.0,230.0,227.0,230.0,221.0,221.0,221.0,222.0,222.0,223.0,222.0,223.0,223.0,222.0,222.0,220.0,220.0,222.0,221.0,219.0,220.0
WQT SO_4011 median_red std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WQT SO_4011 median_blue,1.0,1.0,0.0,18.0,160.0,198.0,221.0,222.0,222.0,222.0,222.0,222.0,221.0,221.0,221.0,181.0,178.0,177.0,176.0,173.0,173.0
WQT SO_4011 median_blue std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WQT SO_4011 mean_yellow,278.07733655302303,276.6308585148809,273.6600504217358,247.62416314660788,109.34020709654139,70.56402360516432,48.06609311006826,45.7722326035406,45.99546712710146,45.75363509183362,46.69537187950556,46.176703649694744,46.5329149807517,47.065822907706306,46.99400450493044,87.88100005649989,92.38883086842424,91.77876810135828,93.89239278226282,99.3107971330136,97.85079864867495
WQT SO_4011 mean_yellow std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WQT SO_4011 median_yellow,278.4813440410219,276.65708818050206,274.21388836730586,247.6753090630768,109.09701565858796,70.70077326098001,47.62610835857139,45.856145827233696,45.856145827233696,46.11675380730796,46.22534046567223,46.11675380730796,46.670545764965766,47.148327061768576,47.148327061768576,88.34610524517484,91.48425967190241,91.82087831283167,93.22164620573082,96.9461685876255,96.46838729082268
WQT SO_4011 median_yellow std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
